,station_id,date,quality_level_3,max_wind_gust,mean_wind_speed,quality_level_4,precipitation_height,precipitation_form,sunshine_duration,snow_depth,NM,mean_vapor_pressure,mean_pressure,mean_temperature,mean_relative_humidity,max_temperature_2m,min_temperature_2m,min_temperature_5cm,eor
97,3379,1954-09-06,,,,1,0.0,0,,0,,,,18.0,,23.8,13.6,,eor
98,3379,1954-09-07,,,,1,0.0,1,,0,,,,19.0,,24.2,13.8,,eor
99,3379,1954-09-08,,,,1,0.0,1,,0,,,,17.9,,21.6,14.6,,eor
100,3379,1954-09-09,,,,1,0.0,0,,0,,,,17.0,,21.3,14.1,,eor
101,3379,1954-09-10,,,,1,0.0,0,,0,,,,18.6,,24.0,12.4,,eor
102,3379,1954-09-11,,,,1,2.2,1,,0,,,,20.5,,26.6,15.8,,eor
103,3379,1954-09-12,,,,1,9.3,1,,0,,,,13.8,,20.8,12.3,,eor
104,3379,1954-09-13,,,,1,0.0,1,,0,,,,14.6,,17.0,12.3,,eor
105,3379,1954-09-14,,,,1,1.3,1,,0,,,,14.2,,18.0,11.7,,eor
106,3379,1954-09-15,,,,1,6.3,1,,0,,,,11.6,,14.0,10.4,,eor
107,3379,1954-09-16,,,,1,4.1,1,,0,,,,15.8,,20.5,8.4,,eor
108,3379,1954-09-17,,,,1,0.8,1,,0,,,,13.0,,16.4,10.0,,eor
109,3379,1954-09-18,,,,1,7.3,1,,0,,,,12.7,,13.9,11.4,,eor
110,3379,1954-09-19,,,,1,1.0,1,,0,,,,18.1,,23.3,12.4,,eor
111,3379,1954-09-20,,,,1,4.1,1,,0,,,,15.4,,21.2,13.4,,eor
112,3379,1954-09-21,,,,1,0.2,1,,0,,,,11.1,,13.7,10.0,,eor
113,3379,1954-09-22,,,,1,0.2,1,,0,,,,9.2,,14.2,8.3,,eor
114,3379,1954-09-23,,,,1,0.2,1,,0,,,,8.2,,11.2,7.2,,eor
115,3379,1954-09-24,,,,1,0.0,0,,0,,,,11.0,,19.8,2.3,,eor
116,3379,1954-09-25,,,,1,1.5,1,,0,,,,13.9,,17.7,8.6,,eor
117,3379,1954-09-26,,,,1,1.9,1,,0,,,,11.8,,15.3,9.9,,eor
118,3379,1954-09-27,,,,1,37.3,1,,0,,,,10.4,,12.8,9.6,,eor
119,3379,1954-09-28,,,,1,13.5,1,,0,,,,10.7,,12.6,7.6,,eor
120,3379,1954-09-29,,,,1,5.4,8,,0,,,,5.5,,11.3,2.2,,eor
121,3379,1954-09-30,,,,1,1.8,1,,0,,,,6.8,,9.3,2.2,,eor
122,3379,1954-10-01,,,,1,0.2,1,,0,,,,11.5,,12.5,6.4,,eor
123,3379,1954-10-02,,,,1,0.0,0,,0,,,,14.3,,17.6,11.1,,eor
124,3379,1954-10-03,,,,1,0.0,0,,0,,,,12.0,,17.2,7.0,,eor
125,3379,1954-10-04,,,,1,1.4,1,,0,,,,12.5,,15.9,7.9,,eor
126,3379,1954-10-05,,,,1,2.8,1,,0,,,,10.2,,13.9,6.2,,eor
127,3379,1954-10-06,,,,1,27.1,1,,0,,,,10.8,,11.7,8.6,,eor
128,3379,1954-10-07,,,,1,0.6,1,,0,,,,6.5,,11.4,5.3,,eor
129,3379,1954-10-08,,,,1,1.2,1,,0,,,,5.7,,8.2,3.5,,eor
130,3379,1954-10-09,,,,1,0.0,0,,0,,,,6.6,,9.7,4.9,,eor
131,3379,1954-10-10,,,,1,0.0,0,,0,,,,4.8,,9.8,1.8,,eor
132,3379,1954-10-11,,,,1,0.2,1,,0,,,,6.4,,9.8,2.1,,eor
133,3379,1954-10-12,,,,1,0.0,0,,0,,,,7.0,,11.3,5.4,,eor
134,3379,1954-10-13,,,,1,0.0,0,,0,,,,6.0,,12.6,0.6,,eor
135,3379,1954-10-14,,,,1,0.0,0,,0,,,,7.1,,15.0,1.1,,eor
136,3379,1954-10-15,,,,1,0.0,0,,0,,,,9.4,,17.8,3.6,,eor
137,3379,1954-10-16,,,,1,0.0,0,,0,,,,10.9,,18.6,4.7,,eor
138,3379,1954-10-17,,,,1,0.0,0,,0,,,,12.9,,20.5,7.0,,eor
139,3379,1954-10-18,,,,1,0.0,0,,0,,,,14.2,,21.6,8.6,,eor
140,3379,1954-10-19,,,,1,7.9,1,,0,,,,17.2,,23.2,10.7,,eor
141,3379,1954-10-20,,,,1,0.0,1,,0,,,,10.6,,17.2,8.4,,eor
142,3379,1954-10-21,,,,1,0.0,1,,0,,,,10.6,,15.1,5.7,,eor
143,3379,1954-10-22,,,,1,2.0,1,,0,,,,9.7,,12.0,8.0,,eor
144,3379,1954-10-23,,,,1,0.0,0,,0,,,,10.9,,16.7,7.7,,eor
145,3379,1954-10-24,,,,1,0.3,1,,0,,,,12.0,,19.5,6.6,,eor
146,3379,1954-10-25,,,,1,9.3,1,,0,,,,8.0,,13.0,7.1,,eor
147,3379,1954-10-26,,,,1,0.0,1,,0,,,,5.8,,10.3,3.6,,eor
148,3379,1954-10-27,,,,1,7.2,1,,0,,,,9.2,,12.3,1.6,,eor
149,3379,1954-10-28,,,,1,0.2,1,,0,,,,11.5,,14.4,10.2,,eor
150,3379,1954-10-29,,,,1,0.0,0,,0,,,,10.4,,16.7,5.8,,eor
151,3379,1954-10-30,,,,1,2.2,1,,0,,,,12.8,,19.5,7.4,,eor
152,3379,1954-10-31,,,,1,0.1,1,,0,,,,8.5,,12.6,8.0,,eor
153,3379,1954-11-01,,,,1,0.0,0,,0,,,,9.4,,10.6,7.5,,eor
154,3379,1954-11-02,,,,1,0.2,1,,0,,,,8.2,,15.3,2.6,,eor
155,3379,1954-11-03,,,,1,5.1,1,,0,,,,9.0,,12.3,6.3,,eor
156,3379,1954-11-04,,,,1,0.0,0,,0,,,,4.4,,7.8,2.8,,eor
157,3379,1954-11-05,,,,1,0.0,0,,0,,,,3.4,,8.5,-0.5,,eor
158,3379,1954-11-06,,,,1,0.0,0,,0,,,,7.2,,15.3,-0.8,,eor
159,3379,1954-11-07,,,,1,0.2,1,,0,,,,10.8,,18.2,3.5,,eor
160,3379,1954-11-08,,,,1,0.8,1,,0,,,,10.9,,14.7,8.8,,eor
161,3379,1954-11-09,,,,1,6.0,1,,0,,,,9.6,,12.5,8.0,,eor
162,3379,1954-11-10,,,,1,0.0,0,,0,,,,5.1,,9.2,4.7,,eor
163,3379,1954-11-11,,,,1,0.0,1,,0,,,,5.0,,7.0,4.1,,eor
164,3379,1954-11-12,,,,1,0.0,0,,0,,,,5.5,,13.0,0.6,,eor
165,3379,1954-11-13,,,,1,0.8,1,,0,,,,6.5,,10.4,3.0,,eor
166,3379,1954-11-14,,,,1,1.4,1,,0,,,,5.4,,9.5,3.3,,eor
167,3379,1954-11-15,,,,1,3.1,8,,0,,,,1.9,,5.2,0.7,,eor
168,3379,1954-11-16,,,,1,0.6,7,,0,,,,0.0,,2.1,-0.6,,eor
169,3379,1954-11-17,,,,1,0.1,7,,1,,,,-0.3,,1.7,-1.8,,eor
170,3379,1954-11-18,,,,1,1.1,8,,1,,,,0.5,,1.3,-1.2,,eor
171,3379,1954-11-19,,,,1,0.0,7,,0,,,,0.6,,1.7,0.2,,eor
172,3379,1954-11-20,,,,1,0.0,0,,0,,,,-2.1,,0.7,-2.8,,eor
173,3379,1954-11-21,,,,1,0.0,0,,0,,,,-3.1,,0.1,-6.0,,eor
174,3379,1954-11-22,,,,1,0.0,0,,0,,,,-1.2,,4.0,-7.2,,eor
175,3379,1954-11-23,,,,1,0.0,1,,0,,,,-1.8,,2.6,-3.6,,eor
176,3379,1954-11-24,,,,1,0.1,1,,0,,,,0.3,,2.2,-4.9,,eor
177,3379,1954-11-25,,,,1,0.0,0,,0,,,,0.6,,2.2,-1.5,,eor
178,3379,1954-11-26,,,,1,0.0,0,,0,,,,4.1,,10.3,1.0,,eor
179,3379,1954-11-27,,,,1,2.5,1,,0,,,,3.8,,8.4,0.1,,eor
180,3379,1954-11-28,,,,1,0.0,0,,0,,,,4.7,,8.6,0.8,,eor
181,3379,1954-11-29,,,,1,0.0,1,,0,,,,5.8,,9.7,2.2,,eor
182,3379,1954-11-30,,,,1,7.6,1,,0,,,,5.7,,7.8,1.4,,eor
183,3379,1954-12-01,,,,1,1.6,1,,0,,,,5.5,,11.0,3.2,,eor
184,3379,1954-12-02,,,,1,0.0,1,,0,,,,0.8,,3.4,-0.4,,eor
185,3379,1954-12-03,,,,1,0.7,1,,0,,,,2.4,,3.6,-1.2,,eor
186,3379,1954-12-04,,,,1,1.8,1,,0,,,,7.3,,10.4,1.4,,eor
187,3379,1954-12-05,,,,1,4.6,8,,0,,,,2.2,,10.0,1.2,,eor
188,3379,1954-12-06,,,,1,3.2,8,,2,,,,1.8,,3.0,0.1,,eor
189,3379,1954-12-07,,,,1,2.6,8,,0,,,,1.1,,2.1,0.6,,eor
190,3379,1954-12-08,,,,1,0.0,7,,1,,,,0.0,,4.3,-1.3,,eor
191,3379,1954-12-09,,,,1,0.0,0,,0,,,,5.6,,10.8,-0.6,,eor
192,3379,1954-12-10,,,,1,0.0,1,,0,,,,3.3,,5.2,0.8,,eor
193,3379,1954-12-11,,,,1,2.7,8,,0,,,,2.1,,3.5,1.2,,eor
194,3379,1954-12-12,,,,1,0.0,0,,0,,,,1.6,,3.0,1.1,,eor
195,3379,1954-12-13,,,,1,0.0,0,,0,,,,1.8,,4.7,-1.1,,eor
196,3379,1954-12-14,,,,1,3.3,8,,0,,,,2.6,,4.7,-1.8,,eor
197,3379,1954-12-15,,,,1,2.7,1,,0,,,,5.8,,6.9,3.1,,eor
198,3379,1954-12-16,,,,1,0.0,0,,0,,,,2.7,,6.4,-0.1,,eor
199,3379,1954-12-17,,,,1,0.0,1,,0,,,,-1.0,,0.0,-2.1,,eor
200,3379,1954-12-18,,,,1,0.0,0,,0,,,,-0.3,,1.2,-1.4,,eor
201,3379,1954-12-19,,,,1,0.0,0,,0,,,,-0.2,,2.4,-2.2,,eor
202,3379,1954-12-20,,,,1,0.0,1,,0,,,,2.5,,7.9,-1.2,,eor
203,3379,1954-12-21,,,,1,2.4,8,,0,,,,3.7,,4.0,2.2,,eor
204,3379,1954-12-22,,,,1,3.2,1,,0,,,,2.6,,5.8,0.7,,eor
205,3379,1954-12-23,,,,1,10.9,8,,0,,,,3.9,,7.2,0.9,,eor
206,3379,1954-12-24,,,,1,1.1,7,,0,,,,-0.8,,2.0,-1.4,,eor
207,3379,1954-12-25,,,,1,9.6,8,,2,,,,0.0,,1.8,-3.0,,eor
208,3379,1954-12-26,,,,1,0.7,1,,0,,,,4.9,,6.2,1.7,,eor
209,3379,1954-12-27,,,,1,0.0,1,,0,,,,7.0,,7.6,4.7,,eor
210,3379,1954-12-28,,,,1,0.0,0,,0,,,,6.9,,9.4,6.1,,eor
211,3379,1954-12-29,,,,1,0.0,0,,0,,,,5.2,,6.1,4.6,,eor
212,3379,1954-12-30,,,,1,0.0,1,,0,,,,1.8,,5.0,-0.3,,eor
213,3379,1954-12-31,,,,1,0.3,7,,0,,,,-1.0,,0.7,-2.4,,eor
214,3379,1955-01-01,,,,1,0.5,7,,1,,,,-3.8,,-1.0,-4.7,,eor
215,3379,1955-01-02,,,,1,0.0,0,,1,,,,-6.5,,-3.8,-7.7,,eor
216,3379,1955-01-03,,,,1,0.0,0,,1,,,,-7.7,,-5.4,-10.2,,eor
217,3379,1955-01-04,,,,1,0.0,0,,1,,,,-4.6,,-3.6,-7.6,,eor
218,3379,1955-01-05,,,,1,0.0,0,,1,,,,-5.5,,-3.2,-7.1,,eor
219,3379,1955-01-06,,,,1,0.0,7,,0,,,,-6.2,,-5.4,-8.2,,eor
220,3379,1955-01-07,,,,1,0.0,1,,0,,,,-4.8,,-4.1,-6.0,,eor
221,3379,1955-01-08,,,,1,0.2,8,,0,,,,-5.2,,-4.6,-6.0,,eor
222,3379,1955-01-09,,,,1,2.0,7,,1,,,,-2.2,,-1.2,-5.4,,eor
223,3379,1955-01-10,,,,1,0.4,1,,3,,,,-1.4,,0.4,-3.5,,eor
224,3379,1955-01-11,,,,1,15.3,8,,1,,,,7.6,,10.2,-2.8,,eor
225,3379,1955-01-12,,,,1,50.9,8,,2,,,,1.7,,9.6,0.0,,eor
226,3379,1955-01-13,,,,1,10.0,8,,0,,,,-0.4,,3.4,-1.2,,eor
227,3379,1955-01-14,,,,1,5.2,1,,5,,,,7.0,,12.1,-2.7,,eor
228,3379,1955-01-15,,,,1,6.5,8,,0,,,,0.7,,4.5,-1.4,,eor
229,3379,1955-01-16,,,,1,4.9,8,,0,,,,7.7,,12.0,1.4,,eor
230,3379,1955-01-17,,,,1,0.6,7,,0,,,,-1.2,,7.4,-3.2,,eor
231,3379,1955-01-18,,,,1,1.1,7,,1,,,,-1.4,,0.5,-4.1,,eor
232,3379,1955-01-19,,,,1,0.0,0,,1,,,,-1.8,,2.0,-3.6,,eor
233,3379,1955-01-20,,,,1,0.0,0,,1,,,,-4.3,,0.6,-9.8,,eor
234,3379,1955-01-21,,,,1,0.0,0,,0,,,,-4.0,,1.0,-11.0,,eor
235,3379,1955-01-22,,,,1,0.6,1,,0,,,,0.1,,2.3,-4.5,,eor
236,3379,1955-01-23,,,,1,0.1,1,,0,,,,-0.6,,1.6,-1.6,,eor
237,3379,1955-01-24,,,,1,0.1,8,,0,,,,-2.5,,-1.6,-2.8,,eor
238,3379,1955-01-25,,,,1,0.0,1,,0,,,,-2.9,,-1.7,-3.8,,eor
239,3379,1955-01-26,,,,1,0.0,0,,0,,,,-3.1,,1.2,-5.4,,eor
240,3379,1955-01-27,,,,1,0.0,1,,0,,,,-1.6,,2.8,-6.3,,eor
241,3379,1955-01-28,,,,1,0.0,7,,0,,,,-2.4,,0.3,-4.9,,eor
242,3379,1955-01-29,,,,1,0.0,0,,0,,,,-2.3,,2.3,-5.4,,eor
243,3379,1955-01-30,,,,1,0.0,7,,0,,,,-2.4,,0.3,-4.7,,eor
244,3379,1955-01-31,,,,1,0.0,1,,0,,,,-2.4,,-0.7,-4.2,,eor
245,3379,1955-02-01,,,,1,0.0,0,,0,,,,0.2,,4.6,-3.8,,eor
246,3379,1955-02-02,,,,1,0.0,0,,0,,,,0.0,,5.7,-2.8,,eor
247,3379,1955-02-03,,,,1,3.7,1,,0,,,,2.5,,5.4,-1.3,,eor
248,3379,1955-02-04,,,,1,1.3,1,,0,,,,4.0,,7.0,0.0,,eor
249,3379,1955-02-05,,,,1,0.5,8,,0,,,,6.4,,7.7,2.3,,eor
250,3379,1955-02-06,,,,1,1.1,8,,0,,,,2.4,,5.6,1.6,,eor
251,3379,1955-02-07,,,,1,4.4,8,,1,,,,0.5,,2.0,-1.1,,eor
252,3379,1955-02-08,,,,1,20.9,1,,0,,,,6.0,,8.8,-0.4,,eor
253,3379,1955-02-09,,,,1,4.7,8,,0,,,,3.1,,5.2,1.7,,eor
254,3379,1955-02-10,,,,1,2.6,8,,0,,,,0.1,,4.1,-1.2,,eor
255,3379,1955-02-11,,,,1,0.1,7,,2,,,,-1.6,,1.0,-3.6,,eor
256,3379,1955-02-12,,,,1,0.1,7,,1,,,,-1.2,,2.6,-6.0,,eor
257,3379,1955-02-13,,,,1,1.9,7,,1,,,,-1.7,,1.4,-2.4,,eor
258,3379,1955-02-14,,,,1,0.7,7,,4,,,,-4.4,,-2.4,-5.2,,eor
259,3379,1955-02-15,,,,1,6.3,7,,4,,,,-2.2,,0.5,-5.7,,eor
260,3379,1955-02-16,,,,1,1.3,7,,10,,,,-1.7,,0.3,-4.6,,eor
261,3379,1955-02-17,,,,1,20.7,7,,10,,,,-1.4,,2.3,-6.5,,eor
262,3379,1955-02-18,,,,1,7.4,7,,32,,,,-3.7,,-0.6,-4.6,,eor
263,3379,1955-02-19,,,,1,0.2,7,,38,,,,-2.5,,0.0,-8.0,,eor
264,3379,1955-02-20,,,,1,0.5,7,,36,,,,-2.2,,1.0,-5.0,,eor
265,3379,1955-02-21,,,,1,8.9,8,,35,,,,-3.0,,0.4,-5.2,,eor
266,3379,1955-02-22,,,,1,1.6,8,,37,,,,2.0,,3.6,-3.4,,eor
267,3379,1955-02-23,,,,1,0.3,8,,20,,,,-0.6,,1.8,-1.5,,eor
268,3379,1955-02-24,,,,1,0.7,8,,12,,,,-1.2,,-0.2,-3.4,,eor
269,3379,1955-02-25,,,,1,0.0,8,,11,,,,-3.1,,-0.6,-3.8,,eor
270,3379,1955-02-26,,,,1,0.0,8,,10,,,,-4.6,,-3.4,-5.1,,eor
271,3379,1955-02-27,,,,1,0.0,7,,9,,,,-4.9,,-3.4,-6.1,,eor
272,3379,1955-02-28,,,,1,1.6,7,,9,,,,-6.1,,-4.3,-9.0,,eor
273,3379,1955-03-01,,,,1,0.0,7,,10,,,,-4.4,,-2.9,-6.2,,eor
274,3379,1955-03-02,,,,1,0.0,0,,10,,,,-4.7,,-1.3,-8.8,,eor
275,3379,1955-03-03,,,,1,0.0,0,,9,,,,-2.4,,2.6,-8.0,,eor
276,3379,1955-03-04,,,,1,0.0,7,,6,,,,-0.9,,5.6,-11.0,,eor
277,3379,1955-03-05,,,,1,1.5,7,,4,,,,-1.4,,2.0,-2.0,,eor
278,3379,1955-03-06,,,,1,0.7,7,,6,,,,-4.9,,-1.8,-6.7,,eor
279,3379,1955-03-07,,,,1,0.0,0,,4,,,,-3.5,,0.5,-9.7,,eor
280,3379,1955-03-08,,,,1,0.0,0,,4,,,,-3.4,,2.6,-12.2,,eor
281,3379,1955-03-09,,,,1,1.5,8,,4,,,,-0.6,,0.6,-2.2,,eor
282,3379,1955-03-10,,,,1,0.1,7,,4,,,,-0.6,,0.6,-1.1,,eor
283,3379,1955-03-11,,,,1,0.0,7,,4,,,,-3.6,,-0.8,-4.7,,eor
284,3379,1955-03-12,,,,1,0.0,0,,4,,,,-2.4,,0.1,-5.2,,eor
285,3379,1955-03-13,,,,1,0.0,0,,4,,,,-2.3,,1.6,-3.4,,eor
286,3379,1955-03-14,,,,1,0.0,7,,4,,,,-2.2,,-0.6,-5.6,,eor
287,3379,1955-03-15,,,,1,0.0,0,,4,,,,-0.1,,2.8,-5.8,,eor
288,3379,1955-03-16,,,,1,0.0,0,,3,,,,1.3,,6.4,-0.4,,eor
289,3379,1955-03-17,,,,1,7.9,8,,2,,,,-1.4,,2.0,-3.0,,eor
290,3379,1955-03-18,,,,1,0.5,7,,8,,,,-2.9,,0.2,-4.0,,eor
291,3379,1955-03-19,,,,1,0.4,7,,8,,,,0.0,,2.9,-4.9,,eor
292,3379,1955-03-20,,,,1,0.0,7,,6,,,,-1.1,,1.5,-2.8,,eor
293,3379,1955-03-21,,,,1,0.2,1,,5,,,,4.2,,7.4,-2.5,,eor
